PRODUCT_ID,PRODUCT_CODE,merchant id,merchant_name_eng,Category_level2_name_eng,cost price,Category_code
4084865,40848655,1,Delhi,Beauty,16.4,12
4085001,40850019,1,Delhi,Beauty,7.82,12
4085002,40850020,1,Delhi,Beauty,15.72,12
4085003,40850031,1,Delhi,Beauty,12.4,12
4085667,40856675,3,Gaziabad,Kitchen cleaning,0,1
4085667,40856675,1,Delhi,Kitchen cleaning,0,1
4086389,40863896,1,Delhi,Digital,730,5
4086698,40866986,1,Delhi,Household electrical appliances,680,9
4086701,40867014,1,Delhi,Household electrical appliances,495,9
4086707,40867070,1,Delhi,Household electrical appliances,290,9
4086708,40867081,1,Delhi,Household electrical appliances,439,9
4086709,40867092,1,Delhi,Household electrical appliances,259,9
4089972,40899727,1,Delhi,Household electrical appliances,118,9
4089976,40899761,1,Delhi,Household electrical appliances,1199,9
4091635,40916356,1,Delhi,Mother and children,145,7
4092463,40924638,1,Delhi,Digital,39,5
4092465,40924650,1,Delhi,Digital,175,5
4092466,40924661,1,Delhi,Digital,350,5
4092691,40926918,1,Delhi,Drinks,7.54,16
4092693,40926930,1,Delhi,Drinks,15.88,16
4092694,40926941,1,Delhi,Drinks,12.77,16
4093016,40930163,1,Delhi,Mother and children,158,7
4093017,40930174,1,Delhi,Mother and children,158,7
4093099,40930992,1,Delhi,Food,15.18,15
4093100,40931008,1,Delhi,Food,17.02,15
4093103,40931031,1,Delhi,Food,26.68,15
4093104,40931042,1,Delhi,Food,28.52,15
4093105,40931053,1,Delhi,Food,30.82,15
4093106,40931064,1,Delhi,Food,32.66,15
4094241,40942414,1,Delhi,Imported food,7.2,14
4094243,40942436,1,Delhi,Imported food,8.7,14
4094244,40942447,1,Delhi,Imported food,8.7,14
4096639,40966390,1,Delhi,Home,103.62,2
4098644,40986445,1,Delhi,Home,72.98,2
4098655,40986558,1,Delhi,Home,18.778,2
4098656,40986569,1,Delhi,Home,18.778,2
4098674,40986741,1,Delhi,Home,3.198,2
4098698,40986989,1,Delhi,Home,64.78,2
4098705,40987051,1,Delhi,Home,4.018,2
4098715,40987153,1,Delhi,Home,4.838,2
4098725,40987255,1,Delhi,Home,13.038,2
4098728,40987288,1,Delhi,Home,24.518,2
4098730,40987302,1,Delhi,Home,23.698,2
4098733,40987335,1,Delhi,Home,24.518,2
4098736,40987368,1,Delhi,Home,64.78,2
4098746,40987460,1,Delhi,Home,22.058,2
4098747,40987471,1,Delhi,Home,19.598,2
4098748,40987482,1,Delhi,Home,8.118,2
4098749,40987493,1,Delhi,Home,56.58,2
4098750,40987506,1,Delhi,Home,37.638,2
4099812,40998127,1,Delhi,Home,63,2
4100727,41007276,1,Delhi,Beauty,46.02,12
4100731,41007312,1,Delhi,Beauty,53.82,12
4100734,41007345,1,Delhi,Beauty,32.76,12
4100735,41007356,1,Delhi,Beauty,32.76,12
4100736,41007367,1,Delhi,Beauty,32.76,12
4100788,41007889,1,Delhi,Nutrition and health,22,13
4101713,41017134,1,Delhi,Imported food,16.8,14
4101714,41017145,1,Delhi,Imported food,16.8,14
4101715,41017156,1,Delhi,Imported food,15.12,14
4102425,41024253,1,Delhi,No.1 Gift Center,0,17
4102991,41029918,1,Delhi,"Computers, software, office supplies",370,10
4105740,41057403,1,Delhi,Imported food,12.0542,14
4105740,41057403,3,Gaziabad,Imported food,12.0542,14
4105820,41058202,1,Delhi,Imported food,88.5,14
4110952,41109528,1,Delhi,Digital,380,5
4110953,41109539,1,Delhi,Digital,0,5
4113929,41139291,1,Delhi,Kitchen cleaning,30,1
4113930,41139304,1,Delhi,Kitchen cleaning,29,1
4113931,41139315,1,Delhi,Kitchen cleaning,34,1
4115257,41152572,1,Delhi,Mobile phones,960,4
4117272,41172729,1,Delhi,Home,0,2
4118663,41186634,1,Delhi,Kitchen cleaning,0,1
4121813,41218137,1,Delhi,Food,0,15
4122178,41221787,1,Delhi,Food,0,15
4122179,41221798,1,Delhi,Food,0,15
4122386,41223863,1,Delhi,Beauty,10.075833,12
4122437,41224377,1,Delhi,Beauty,15.48,12
4122438,41224388,1,Delhi,Beauty,15.48,12
4125348,41253489,3,Gaziabad,Imported food,5,14
4127023,41270239,1,Delhi,"Computers, software, office supplies",27,10
4129585,41295856,2,Bangalore,Imported food,0,14
4129593,41295936,2,Bangalore,Imported food,7.8,14
4129593,41295936,1,Delhi,Imported food,7.8,14
4132005,41320052,1,Delhi,Household electrical appliances,79,9
4132007,41320074,1,Delhi,Household electrical appliances,99,9
4133745,41337455,3,Gaziabad,"Computers, software, office supplies",72,10
4133745,41337455,1,Delhi,"Computers, software, office supplies",72,10
4133746,41337466,1,Delhi,"Computers, software, office supplies",58,10
4133747,41337477,1,Delhi,"Computers, software, office supplies",53,10
4133748,41337488,1,Delhi,"Computers, software, office supplies",47,10
4133754,41337546,1,Delhi,"Computers, software, office supplies",42,10
4133755,41337557,1,Delhi,"Computers, software, office supplies",82,10
4133760,41337604,1,Delhi,"Computers, software, office supplies",150,10
4134407,41344074,1,Delhi,"Computers, software, office supplies",39,10
4134408,41344085,1,Delhi,"Computers, software, office supplies",33,10
4134590,41345908,1,Delhi,"Computers, software, office supplies",5.82,10
4134594,41345942,1,Delhi,"Computers, software, office supplies",5.93,10
4134595,41345953,1,Delhi,"Computers, software, office supplies",7.69,10
4134597,41345975,1,Delhi,"Computers, software, office supplies",11.2,10
4134599,41345997,1,Delhi,"Computers, software, office supplies",7.2,10
4134600,41346003,1,Delhi,"Computers, software, office supplies",8.8,10
4134601,41346014,1,Delhi,"Computers, software, office supplies",6.4,10
4134602,41346025,1,Delhi,"Computers, software, office supplies",2.88,10
4134603,41346036,1,Delhi,"Computers, software, office supplies",3.6,10
4134604,41346047,1,Delhi,"Computers, software, office supplies",1.4,10
4134606,41346069,1,Delhi,"Computers, software, office supplies",10.31,10
4134608,41346081,1,Delhi,"Computers, software, office supplies",4,10
4134611,41346116,1,Delhi,"Computers, software, office supplies",22.56,10
4134612,41346127,1,Delhi,"Computers, software, office supplies",7.49,10
4134614,41346149,1,Delhi,"Computers, software, office supplies",16.35,10
4134616,41346161,1,Delhi,"Computers, software, office supplies",3.94,10
4134618,41346183,1,Delhi,"Computers, software, office supplies",5.95,10
4134620,41346207,1,Delhi,"Computers, software, office supplies",2.3,10
4134621,41346218,1,Delhi,"Computers, software, office supplies",2.43,10
4134622,41346229,2,Bangalore,"Computers, software, office supplies",2.38,10
4134622,41346229,1,Delhi,"Computers, software, office supplies",2.38,10
